id,question,letter,answer,img
1192,Jaka jest szybkość transferu danych w sieciach FDDI (ang. Fiber Distributed Data Interface) opartych na technologii światłowodowej?,A,100 Mb/s,0
1193,Który z wtyków należy zamontować na przewodzie UTP Cat 5e by podłączyć komputer do sieci?,C,RJ45,0
1194,Maska podsieci /23 oznacza że na pierwszych 23 bitach 32-cyfrowej liczby binarnej znajdują się jedynki a na pozostałych zera. Jak będzie zapisana ta maska w systemie dziesiętnym jeżeli każdym kolejnym 8 bitom odpowiada jedna liczba dziesiętna?,B,255.255.254.0,0
1195,Przedstawiono wynik uzyskany po uruchomieniu w systemie Windows polecenia IPCONFIG /ALL. Jak zostały skonfigurowane właściwości protokołu TCP/IP dla karty sieciowej?,B,Karta sieciowa uzyskała adres IP automatycznie,1
1196,Który standard z grupy IEEE 802 jest związany z sieciami bezprzewodowymi tzw. Wireless LAN?,C,IEEE 802.11,0
1197,Jaki protokół służy do translacji pomiędzy publicznymi i prywatnymi adresami IP?,B,NAT,0
1198,Stacja robocza ma należeć do tej samej podsieci co serwer o adresie IP 192.168.10.150 i masce 255.255.255.192. Który z adresów IP należy ustawić we właściwościach protokołu TCP/IP karty sieciowej stacji roboczej?,C,192.168.10.190,0
1199,Urządzenie ADSL służy do uzyskania połączenia,D,cyfrowego asymetrycznego,0
1200,Komputer ma dostęp do Internetu poprzez sieć lokalną. Wpisując w przeglądarce internetowej adres www.wp.pl użytkownik nie ma dostępu do strony WWW natomiast wpisanie adresu IP np. 212.77.100.101 pozwala otworzyć tę stronę. Co może być tego przyczyną?,A,Brak serwera DNS,0
1201,Wybierz medium które w sieciach komputerowych zapewnia najszybszą transmisję danych,C,Kabel światłowodowy,0
1202,Jaką liczbę adresów urządzeń sieciowych zapewnia do dyspozycji stosowanie klasy adresowej C w sieciach opartych na rodzinie protokołów TCP/IP?,C,254,0
1203,Który adres protokołu IP w wersji 4 ma prawidłową strukturę?,A,192.21.140.1,0
1204,Adres IP urządzenia umożliwiającego innym komputerom w sieci lokalnej dostęp do Internetu to adres,D,bramy (routera),0
1205,Skrót MAN oznacza sieć,A,miejską,0
1206,Architektura fizyczna sieci zwana inaczej topologią fizyczną sieci komputerowych określa,A,sposób połączenia ze sobą komputerów,0
1207,System umożliwiający przetłumaczenie nazwy komputera na adres IP w sieci to,B,DNS,0
1208,Rysunek przedstawia topologię,B,gwiazdy,1
1209,Active Directory w systemach MS Windows Server 2000 i MS Windows Server 2003 to,D,usługa katalogowa która przechowuje informacje dotyczące obiektów w sieci i udostępnia je użytkownikom oraz administratorom sieci,0
1210,Przełącznik sieciowy standardu Fast Ethernet umożliwia transmisję danych z maksymalną prędkością,A,100 Mbps,0
1211,W sieci lokalnej zainstalowano serwer który ma za zadanie przydzielanie dynamicznego adresu IP. Jaka usługa musi być uruchomiona na tym serwerze?,D,DHCP,0
1212,Użytkownik sieci lokalnej musi mieć możliwość korzystania z plików znajdujących się na serwerze sieciowym. W tym celu powinien,A,zalogować się do domeny serwera i posiadać odpowiednie uprawnienia do plików znajdujących się na serwerze,0
1213,W firmie zainstalowano pięć komputerów o adresach kart sieciowych podanych w tabeli. W związku z tym można wyróżnić,C,3 podsieci,1
1214,W budynku biurowym należy podłączyć komputer do routera ADSL przy użyciu przewodu UTP Cat 5e. Maksymalna odległość pomiędzy komputerem a routerem powinna wynosić,B,100 m,0
1215,Do bezpośredniego połączenia ze sobą dwóch komputerów w przewodowej sieci LAN należy użyć,D,kabla sieciowego cross-over i po jednej karcie sieciowej w każdym komputerze,0
1216,Przedstawiony stan ekranu terminala uzyskano w wyniku testu przeprowadzonego w systemie Windows. Pracownik serwisu uzyskał w ten sposób informację o:,A,ścieżce do lokalizacji docelowej,1
1217,Bezprzewodowy dostęp komputera do sieci Internet poprzez tzw hotspot będzie możliwy po zainstalowaniu w nim karty sieciowej wyposażonej w,A,moduł WiFi,0
1218,Adres IP 158.75.60.16 należy do adresów,C,klasy B,0
1219,Adresy IPv6 są liczbami,D,128 bitowymi wyrażanymi w postaci napisów szesnastkowych,0
1220,W jakiej fizycznej topologii uszkodzenie jednej stacji roboczej zatrzyma działanie całej sieci?,D,Pierścienia,0
1221,Technika ADSL umożliwia uzyskanie połączenia DSL,A,z różnymi szybkościami w kierunku od i do abonenta,0
1222,Przesyłanie ruchu sieciowego poprzez router które wiąże się ze zmianą źródłowych lub docelowych adresów IP oznacza się skrótem,B,NAT,0
1223,Lokalnej podsieci komputerowej nadano adres IP 172.16.10.0/24. Komputer1 ma adres IP 172.16.0.10 komputer2 - 172.16.10.100 a komputer3 - 172.16.255.20. Który z komputerów należy do tej podsieci?,B,Wyłącznie komputer2 o adresie IP 172.16.10.100,0
1224,Komputer ma pełnić rolę serwera sieci lokalnej udostępniającego innym komputerom połączenie z Internetem przez podłączenie do gniazda sieci rozległej za pomocą kabla UTP Cat 5e. Obecnie komputer jest jedynie podłączony do switcha sieci lokalnej również kablem UTP Cat 5e nie posiada innych gniazd 8P8C. O jaki element musi być on koniecznie rozbudowany?,B,O drugą kartę sieciową,0
1225,Który protokół wykorzystują komputery do powiadomienia rutera o chęci przyłączenia się lub odejścia z określonej grupy rozgłoszeniowej?,B,IGMP,0
1226,Który standard realizacji sieci Ethernet definiuje sieć zbudowaną na kablu koncentrycznym odługości segmentu nie przekraczającym 185 m?,B,10Base-2,0
1227,Protokołem dostępu do sieci pakietowej z szybkością nie przekraczającą 2 Mbit/s jest protokół,D,X . 25,0
1228,Który protokół wykorzystują komputery do powiadomienia rutera o członkostwie w danej grupie rozgłoszeniowej?,C,IGMP,0
1229,W okablowaniu strukturalnym opartym na skrętce UTP kat. 6 należy stosować gniazda sieciowe typu,B,8P8C,0
1230,Grupa w której uprawnienia członków można przypisywać tylko w obrębie tej samej domeny co domena nadrzędnej grupy lokalnej domeny to grupa,A,lokalna domeny,0
1231,Który protokół komunikacyjny służy do transferu plików w układzie klient-serwer oraz może działać w dwóch trybach: aktywnym i pasywnym?,C,FTP,0
1232,Na rysunku przedstawiono sieć komputerową w topologii,C,pierścienia,1
1233,Jaki jest maksymalny rozmiar pojedynczego datagramu IPv4 którego wielkość liczona jest wraz z jego nagłówkiem?,A,64 kB,0
1234,Którego protokołu należy użyć do odbioru poczty elektronicznej ze swojego serwera?,B,POP3,0
1235,Który protokół zapewnia szyfrowanie połączenia?,D,SSH,0
1236,Na rysunku przedstawiono przekrój kabla,C,koncentrycznego,1
1237,W adresie IP należącym do klasy A wartość pierwszego bajtu jest zawarta w przedziale,D,0 - 127,0
1238,Które polecenie w systemie Windows przeznaczonym dla stacji roboczej służy do ustawienia wymagań dotyczących logowania dla wszystkich kont użytkowników tej stacji roboczej,B,Net accounts,0
1239,Do prawidłowego działania telefonu VoIP konieczne jest skonfigurowanie adresu,D,IP,0
1240,Które szyfrowanie stosowane w sieciach bezprzewodowych jest najmniej odporne na łamanie haseł?,B,WEP,0
1241,Na rysunku przedstawiono urządzenie do,B,zdejmowania izolacji z kabli,1
1242,Z jakim parametrem należy wywołać polecenie netstat aby została wyświetlona statystyka interfejsu sieciowego (liczba wysłanych oraz odebranych bajtów i pakietów)?,C,-e,0
1243,Zadaniem serwera plików w sieciach komputerowych LAN jest,A,wspólne użytkowanie tych samych zasobów,0
1244,Którą konfigurację sieciową może mieć komputer należący do tej samej sieci LAN co komputer o adresie 192.168.1.10/24?,A,192.168.1.11 i 255.255.255.0,0
1245,Profil mobilny zmieniany jest w profil obowiązkowy użytkownika po,D,zmianie nazwy pliku NTUSER.DAT na NTUSER.MAN,0
1246,Rysunek przedstawia wynik testowania sieci komputerowej poleceniem,A,ping,1
1247,Jaką postać ma adres IP 192.168.1.12 w zapisie binarnym?,D,11000000.10101000.00000001.00001100,0
1248,Polecenie dsadd umożliwia,C,dodawanie użytkowników grup komputerów kontaktów i jednostek organizacyjnych do usługi Active Directory,0
1249,Konwencja zapisu ścieżki do udziału sieciowego zgodna z UNC (Universal Naming Convention) ma postać,D,\nazwa_komputera azwa_zasobu,0
1250,Jaki jest największy adres IP w podsieci 196.10.20.0/26?,C,196.10.20.63,0
1251,W wyniku polecenia ipconfig została wyświetlona konfiguracja przedstawiona na rysunku. Adres IP testowanej stacji roboczej ma postać,D,192.168.0.11,1
1252,Miarą podawaną w decybelach będącą różnicą mocy sygnału przesyłanego w parze zakłócającej i sygnału wytworzonego w parze zakłócanej jest,B,przesłuch zbliżny,0
1253,Rysunek przedstawia panel konfiguracyjny bezprzewodowego urządzenia dostępowego który umożliwia,B,konfigurację serwera DHCP,1
1254,Do sprawdzenia adresów MAC komputerów podłączonych do przełącznika można użyć polecenia,C,show mac address-table,0
1255,Urządzenie sieciowe most (ang. bridge):,C,jest urządzeniem typu store and forward,0
1256,Narzędzie administracyjne wiersza polecenia umożliwiające testowanie i rozwiązywanie problemów z serwerami DNS to:,B,NSLOOKUP,0
1257,Który protokół jest używany przez usługę VPN w celu zhermetyzowania pakietów IP w sieci publicznej?,B,PPTP,0
1258,Maska dla adresu IP 192.168.1.10/8 ma postać,B,255.0.0.0,0
1259,Które oznaczenie określa normę dotyczącą okablowania strukturalnego?,B,EIA/TIA 568A,0
1260,Polecenie Gpresult,B,wyświetla wynikowy zestaw zasad dla użytkownika lub komputera,0
1261,Do zabezpieczenia systemów sieciowych przed atakami z zewnątrz należy użyć,C,zapory sieciowej,0
1262,Na rysunku przedstawiono,B,patch panel,1
1263,Która usługa polega na scentralizowanym zarządzaniu tożsamościami uprawnieniami oraz obiektami w sieci?,D,AD (Active Directory),0
1264,Na rysunku przedstawiono symbol graficzny,A,rutera,1
1265,Najwyższy poziom bezpieczeństwa sieci bezprzewodowej zapewni szyfrowanie,C,WPA2,0
1266,Który z adresów IP jest adresem prywatnym?,D,192.168.0.1,0
1267,Jaki protokół odpowiada za zamianę adresów IP na adresy kontroli dostępu do nośnika (MAC)?,C,ARP,0
1268,Do śledzenia trasy datagramu IP do punktu docelowego służy polecenie,D,tracert,0
1269,Jaki jest maksymalny rozmiar pojedynczego datagramu IPv4 którego wielkość liczona jest wraz z jego nagłówkiem?,C,64 kB,0
1270,Ile maksymalnie kanałów z dostępnego spectrum kanałów standardu 802.11b można wykorzystywać na terenie Polski?,D,13 kanałów,0
1271,W technologii Ethernet 100BaseTX wymagane jest stosowanie skrętki,D,kategorii 5,0
1272,Każdy kolejny router IP na trasie pakietu,D,zmniejsza wartość TTL przekazywanego pakietu o jeden,0
1273,Przekazywanie żetonu (ang. token) występuje w sieci o strukturze fizycznej,D,pierścienia,0
1274,W sieci Ethernet 100BaseTX dla transmisji danych wykorzystywane są żyły kabla UTP dołączone do pinów,D,1 2 3 6,1
1275,Który standard wykorzystuje częstotliwość 5 GHz?,B,802.11a,0
1276,System operacyjny nie zajmuje się,B,tworzeniem źródeł aplikacji systemowych,0
1277,Do cech pojedynczego konta użytkownika pracującego w systemie Windows Serwer należy,C,numer telefonu pod który ma oddzwonić serwer w przypadku nawiązania połączenia telefonicznego przez tego użytkownika,0
1278,Który z protokołów jest protokołem synchronizacji czasu?,D,NTP,0
1279,Rolą routera jest,B,przekazywanie pakietów TCP/IP z sieci źródłowej do docelowej,0
1280,Wskaż domyślny port do przekazywania poleceń (command) serwera usługi FTP,D,21,0
1281,Jakie narzędzie należy wybrać aby podłączyć żyły kablowe skrętki do gniazda Ethernet?,D,Wciskacz LSA,0
1282,Który protokół wykorzystywany jest przez polecenie ping?,A,ICMP,0
1283,Jaki jest domyślny port serwera usługi WWW?,A,80,0
1284,W standardzie IEEE 802.3af dostarczanie energii elektrycznej do różnych urządzeń sieciowych opisuje technologia,A,Power over Ethernet,0
1285,W firmowej sieci bezprzewodowej została uruchomiona usługa polegająca na tłumaczeniu nazw mnemonicznych. Jest to usługa,A,DNS,0
1286,Granicy dla domeny kolizyjnej nie wyznaczają porty urządzeń takich jak,D,koncentrator (ang. hub),0
1287,Jaki adres IP odpowiada nazwie mnemonicznej localhost?,C,127.0.0.1,0
1288,Sieć Ethernet pracuje w logicznej topologii,B,rozgłaszania,0
1289,Sieć o adresie 192.168.1.128/29 pozwala na podłączenie,A,6 hostów,0
1290,Translacją nazw domenowych na adresy sieciowe zajmuje się usługa,D,DNS,0
1291,Które z podanych oznaczeń określa że jest to kabel typu skrętka posiadający podwójne ekranowanie?,B,S-STP,0
1292,Podstawową funkcją serwera FTP jest,C,udostępnianie plików,0
1293,Który protokół obsługuje rozproszone wysyłanie i pobieranie plików?,A,BitTorrent,0
1294,W adresowaniu klasowym adres IP 74.100.7.8 należy do,A,klasy A,0
1295,Wskaż poprawną postać maski,A,255.255.255.192,0
1296,Litera S w protokole FTPS oznacza zabezpieczanie przesyłanych danych poprzez,D,szyfrowanie,0
1297,Który z protokołów jest protokołem wykorzystywanym do zarządzania urządzeniami sieciowymi?,C,SNMP,0
1298,Poprawny adres komputera dla maski 255.255.255.0 to adres,A,192.168.1.1,0
1299,Wskaż prawidłową postać maski podsieci,A,255.255.255.255,0
1300,AES (ang. Advanced Encryption Standard),C,wykorzystuje symetryczny algorytm szyfrujący,0
1301,Jaki protokół jest wykorzystywany podczas inicjacji sesji VoIP?,A,SIP,0
1302,Który z protokołów jest szyfrowanym protokołem terminalowym?,C,SSH,0
1303,Najszybszą możliwą transmisję danych w sieci bezprzewodowej umożliwia standard,A,802.11n,0
1304,Urządzenie które łączy segmenty sieci i przekazuje ramki między segmentami tej sieci z doborem portu urządzenia do którego są przekazywane poszczególne ramki to,B,przełącznik,0
1305,Na rysunku przedstawiono sieć o topologii,D,magistrali,1
1306,Jaka przepływność definiuje standard sieci Ethernet IEEE 802.3z,A,1 Gb/s,0
1307,Norma IEEE 802.11b jest standardem sieci,D,bezprzewodowych,0
1308,Standard transmisji Gigabit Ethernet opisuje norma,D,IEEE 802.3ab,0
1309,Fast Ethernet to standard sieci przewodowej umożliwiający transmisję danych z maksymalną prędkością,B,100 Mbps,0
1310,Ile par przewodów jest przeznaczonych w standardzie 100Base-TX do transmisji danych w obu kierunkach?,B,2,0
1311,Norma EN 50167 dotyczy okablowania,B,poziomego,0
1312,Która norma zawiera specyfikację parametrów transmisyjnych komponentów kategorii 5e?,D,TIA/EIA-568-B-2,0
1313,Protokołem pakietów użytkownika wykonującym usługę bezpołączeniowego dostarczania datagramów jest,D,UDP,0
1314,Na rysunku przedstawiono tylny panel,A,routera,1
1315,Symbol graficzny przedstawiony na rysunku oznacza,C,przełącznik,1
1316,Sieci lokalne typu klient-serwer charakteryzują się tym że,B,istnieje jeden wydzielony komputer udostępniający swoje zasoby w sieci,0
1317,Do której warstwy modelu ISO/OSI należy segmentowanie danych komunikacja w trybie połączeniowym z wykorzystaniem protokołu TCP oraz komunikacja w trybie bezpołączeniowym z wykorzystaniem protokołu UDP?,D,Transportowej,0
1318,Wyznaczanie optymalnej trasy dla połączenia sieciowego to,A,routing,0
